Region,Main_brand,Category,Age,Gender,Nationality,OSAT,Communication,Ontime,Proposition,Delivery_fees,Restaurant_options,Grocery_options,Ease_usage,Delivery_process,App_sat,time_deliveryboy,Customer_support,Payment_process,Paying_,Product_quality
Western,HungerStation,Personal_care,40-49,Female,Nationals,10,10,10,10,9,9,10,10,10,10,10,10,10,10,9
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,8,8,7,7,7,9,7,8,10,8,9,10,4,3,4
Central,Careemnow,Electronics,15-29,Male,Nationals,8,9,7,9,7,9,7,9,7,9,10,7,8,9,8
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,9,9,9,10,10,10,,9,,10,9,10,10,7,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,,,10,,10,10,9,10,,,10,9,8,9
Central,Talabat,Grocery,30-39,Female,Nationals,3,6,6,7,4,6,6,7,7,6,6,7,8,8,7
Western,MRSOOL,Restaurants,30-39,Male,Nationals,8,8,6,7,7,7,6,6,7,7,7,6,8,7,6
South,MRSOOL,Restaurants,30-39,Male,Nationals,9,10,10,10,,10,10,10,9,10,10,9,9,9,9
Central,ToYou,Restaurants,40-49,Male,Nationals,9,9,9,8,9,8,8,9,7,8,7,8,9,8,8
South,MRSOOL,Restaurants,40-49,Male,Nationals,5,5,6,7,7,6,5,4,4,5,7,7,8,7,6
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,9,8,10,,9,9,9,9,8,10,8,9
Eastern,HungerStation,Restaurants,30-39,Female,Expat Arabs,10,10,10,10,6,10,10,10,10,10,9,10,10,10,10
Central,Careemnow,Restaurants,30-39,Female,Nationals,9,9,9,8,8,9,9,8,9,8,9,9,9,8,8
Northern,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Pharmacies,15-29,Female,Expat Asians,5,1,3,2,3,2,3,2,3,2,3,2,3,2,3
Eastern,HungerStation,Grocery,30-39,Male,Nationals,6,6,6,5,7,7,7,9,5,6,7,7,8,10,5
Northern,HungerStation,Restaurants,30-39,Male,Nationals,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Eastern,Wassel,Grocery,40-49,Female,Expat Asians,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Central,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,40-49,Male,Expat Arabs,9,9,9,8,7,8,7,9,9,9,7,8,8,8,7
Northern,MRSOOL,Restaurants,40-49,Female,Nationals,9,10,9,9,9,8,8,8,9,9,10,8,10,,8
Northern,MRSOOL,Pharmacies,30-39,Female,Nationals,9,9,8,9,8,9,8,9,8,9,8,9,8,9,8
Eastern,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,Restaurants,30-39,Male,Nationals,9,10,9,9,10,7,7,7,9,9,8,9,10,9,8
Central,MRSOOL,Grocery,15-29,Female,Expat Arabs,8,8,7,6,7,9,10,9,9,8,9,7,8,9,9
Western,MRSOOL,Restaurants,40-49,Male,Nationals,3,7,6,8,5,5,6,7,4,5,6,8,6,7,5
Eastern,MRSOOL,Grocery,15-29,Female,Nationals,5,10,10,10,8,9,9,7,10,9,10,10,8,10,7
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,Talabat,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Jahez,Restaurants,30-39,Female,Expat Arabs,10,10,10,10,9,9,9,10,10,10,10,10,9,9,10
Eastern,Careemnow,Restaurants,30-39,Female,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,30-39,Male,Nationals,8,8,9,6,7,10,9,7,6,9,10,7,4,5,8
Central,HungerStation,Restaurants,40-49,Female,Expat Asians,9,8,8,9,9,9,9,9,9,9,8,8,9,9,9
Northern,Wassel,Restaurants,30-39,Male,Nationals,6,6,7,6,7,6,8,7,6,8,6,7,6,7,6
Western,HungerStation,Restaurants,30-39,Female,Nationals,10,10,1,4,2,4,4,9,8,4,3,5,8,6,8
Eastern,HungerStation,Electronics,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,Careemnow,Grocery,30-39,Male,Nationals,10,10,10,10,9,9,10,9,10,10,9,9,9,10,9
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,6,5,6,4,4,4,5,5,5,5,4,4,5,4,4
Eastern,Talabat,Restaurants,30-39,Male,Expat Arabs,8,10,9,10,9,8,7,10,9,9,8,9,9,9,9
Northern,HungerStation,Restaurants,40-49,Female,Expat Arabs,9,10,10,10,10,10,10,10,10,10,10,10,10,9,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,9,10,10,10,6,10,6,6,10,10,10,10,10,10,8
Central,HungerStation,Restaurants,40-49,Male,Nationals,9,10,9,10,10,9,9,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,40-49,Male,Expat Arabs,10,10,10,10,10,10,,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,8,7,6,6,7,7,8,8,8,8,8,8,8,8,8
Northern,HungerStation,Pharmacies,30-39,Male,Nationals,8,5,4,5,4,5,4,5,4,4,5,4,4,4,4
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,8,7,9,9,10,10,7,6,10,,9,10,,10,9
Western,Careemnow,Restaurants,30-39,Female,Expat Arabs,4,,,6,7,,7,7,,7,7,7,6,4,6
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,8,8,8,7,8,8,8,7,7,8,8,8,7,8
Western,MRSOOL,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Grocery,30-39,Male,Nationals,8,10,9,10,9,10,9,10,9,10,9,10,9,10,9
Western,HungerStation,Grocery,40-49,Male,Nationals,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Northern,HungerStation,Restaurants,30-39,Male,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,8,8,8,9,8,9,7,8,7,8,7,8,7,7,8
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,8,9,6,7,8,7,8,6,8,7,8,8,8,8
Eastern,MRSOOL,Electronics,30-39,Male,Nationals,8,7,7,7,8,6,6,5,4,7,6,6,5,8,7
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,9,10,9,8,9,8,8,9,8,8,9,8,9,8,9
Western,Nana,Grocery,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,,10,10,10,10,10,10,,10,,10
Western,HungerStation,Grocery,40-49,Male,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,9,10,10,10,10,10,9,,8,10,10,10,10,9,10
Western,Careemnow,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,8,7,8,9,8,9,9,8,9,8,7,5
Western,MRSOOL,Grocery,30-39,Male,Expat Arabs,8,5,9,9,7,10,6,9,10,8,8,8,9,8,10
Western,MRSOOL,Grocery,30-39,Male,Nationals,8,10,10,9,10,9,10,9,9,10,10,9,9,9,10
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,9,9,10,9,10,9,9,9,9,9,9,9
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,Careemnow,Restaurants,30-39,Female,Nationals,8,10,9,10,10,10,9,9,10,9,10,10,10,10,10
Northern,Nana,Grocery,40-49,Male,Nationals,7,8,7,7,6,6,6,6,7,7,7,6,7,8,8
South,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Talabat,Restaurants,30-39,Female,Nationals,8,8,9,9,8,8,8,7,7,6,7,6,6,7,6
Central,MRSOOL,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,7,6,10,8,2,10,10,10,10,10,10,10,10,10,10
South,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,9,10,9,9,10,9,10,9,10,10,10,8
Western,MRSOOL,Restaurants,40-49,Male,Nationals,8,7,9,8,9,9,9,9,9,9,8,9,9,9,8
Central,HungerStation,Restaurants,40-49,Male,Nationals,10,10,9,8,10,7,7,10,8,10,10,10,10,9,8
Northern,Wassel,Grocery,30-39,Male,Nationals,5,7,7,8,5,6,7,6,7,7,6,7,8,5,7
Western,HungerStation,Personal_care,15-29,Male,Expat Arabs,8,10,10,9,8,10,9,8,10,10,10,,10,10,10
Western,HungerStation,Restaurants,30-39,Female,Nationals,8,6,8,7,9,5,6,7,8,8,8,8,7,8,8
Central,HungerStation,Grocery,30-39,Male,Nationals,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,8,8,8,8,6,8,,8,8,7,7,8,8,8,8
Northern,HungerStation,Restaurants,30-39,Female,Nationals,8,8,8,6,8,7,6,9,8,9,8,9,7,8,9
Northern,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,9,,10,10,9,10,10,,,10,10,9
Central,MRSOOL,Restaurants,30-39,Male,Expat Arabs,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,40-49,Male,Nationals,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Western,HungerStation,Electronics,30-39,Male,Expat Asians,9,8,9,7,8,9,9,9,8,8,9,8,8,7,8
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,10,9,7,8,9,9,8,8,9,8,8,9,9,9
Northern,Careemnow,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Grocery,30-39,Male,Expat Arabs,8,9,8,9,10,9,7,8,8,9,8,9,9,8,8
Central,HungerStation,Restaurants,40-49,Male,Nationals,8,6,7,10,10,7,7,7,6,7,6,7,7,6,7
Central,HungerStation,Restaurants,40-49,Male,Nationals,8,9,7,10,9,7,6,8,9,8,9,9,10,6,8
Central,Nana,Grocery,30-39,Female,Nationals,9,9,8,7,9,9,8,9,9,10,10,10,9,9,10
South,MRSOOL,Restaurants,30-39,Male,Expat Arabs,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Grocery,30-39,Male,Nationals,9,10,10,9,8,10,10,9,9,9,8,9,10,9,9
Central,Careemnow,Restaurants,30-39,Male,Expat Asians,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30-39,Female,Nationals,6,3,3,3,3,3,3,3,2,3,2,3,2,3,2
Eastern,HungerStation,Restaurants,40-49,Male,Expat Arabs,9,9,9,8,7,9,8,8,8,7,7,8,8,8,7
Western,HungerStation,Grocery,30-39,Female,Nationals,10,10,10,9,9,9,10,10,10,9,10,10,10,10,10
Eastern,HungerStation,Pharmacies,30-39,Female,Expat Arabs,10,10,9,8,8,8,8,8,9,8,8,10,9,8,5
Central,HungerStation,Electronics,30-39,Male,Expat Arabs,6,4,5,6,7,8,9,10,3,2,1,,7,5,4
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,5,10,5,1,8,9,5,8,8,6,8,8,7,8,5
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,7,8,8,9,6,7,7,8,7,8,8,10,9,10,9
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,7,7,7,7,5,6,5,5,6,5,7,5,5,5,5
Central,MRSOOL,Restaurants,30-39,Male,Nationals,10,7,9,10,8,10,9,10,10,9,10,8,10,9,10
Northern,MRSOOL,Grocery,30-39,Male,Expat Arabs,8,8,8,9,7,7,8,7,7,8,8,7,7,7,8
Eastern,HungerStation,Personal_care,30-39,Male,Expat Arabs,10,,,,,,,10,10,9,9,9,9,9,9
Eastern,MRSOOL,Pharmacies,15-29,Female,Nationals,8,9,8,8,8,8,8,8,8,8,8,8,5,5,7
Central,Ngwah,Grocery,30-39,Male,Expat Arabs,5,8,8,7,6,5,7,8,3,6,6,5,5,7,7
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Personal_care,40-49,Male,Nationals,7,7,3,6,4,6,6,5,3,3,4,3,2,4,3
Central,Careemnow,Restaurants,15-29,Male,Nationals,9,7,9,8,4,5,2,9,8,9,8,10,8,9,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,8,8,7,6,7,7,8,7,6,6,7,6,7,7,8
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,6,6,5,6,5,3,5,6,5,4,5,5,6,5,4
South,Talabat,Restaurants,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,9,9,9,9,8,7,7,8,8,8,9,,9,,9
Western,MRSOOL,Personal_care,30-39,Male,Nationals,8,9,8,10,7,6,7,5,8,10,9,10,9,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,10,9,9,9,9,7,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,40-49,Male,Nationals,8,8,8,7,7,8,8,8,9,8,8,6,7,6,6
Eastern,Careemnow,Restaurants,30-39,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,15-29,Female,Nationals,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Western,Talabat,Restaurants,30-39,Female,Expat Arabs,8,9,9,10,10,7,6,,8,10,10,10,,10,10
Western,HungerStation,Restaurants,40-49,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Wassel,ODS,30-39,Male,Expat Arabs,9,10,9,9,10,7,8,8,9,8,8,8,9,7,7
South,Talabat,Grocery,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,15-29,Male,Nationals,7,2,6,7,7,7,8,9,4,6,3,7,6,7,4
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,10,10,9,9,9,10,9,8,9,9,9,8,10,9,10
South,HungerStation,Restaurants,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,40-49,Male,Expat Arabs,8,8,8,7,8,8,8,8,8,8,7,8,7,8,7
Eastern,HungerStation,Pharmacies,30-39,Male,Expat Arabs,10,10,10,10,10,9,10,9,9,9,10,9,10,9,10
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,6,7,7,6,,9,7,7,6,7,9,4,7,6
South,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Personal_care,40-49,Male,Nationals,5,9,9,7,9,8,9,10,9,10,8,9,10,10,8
Eastern,Careemnow,Restaurants,30-39,Female,Expat Asians,9,9,9,10,10,10,7,9,9,9,10,10,10,10,10
Central,HungerStation,Restaurants,40-49,Female,Nationals,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30-39,Female,Expat Asians,10,1,2,1,1,2,2,1,2,2,2,1,1,1,2
Central,MRSOOL,Restaurants,30-39,Male,Expat Arabs,10,10,10,9,9,9,9,9,9,9,10,10,9,9,9
Central,HungerStation,Restaurants,30-39,Female,Expat Asians,9,9,9,10,9,10,,10,10,10,10,10,9,9,10
Western,Careemnow,Restaurants,40-49,Female,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,15-29,Female,Expat Arabs,5,,,,,,,,,,,,,,
Central,Careemnow,Electronics,40-49,Female,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,HungerStation,Pharmacies,30-39,Female,Nationals,8,8,9,8,10,9,8,9,10,8,7,9,10,9,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,9,9,9,10,9,10,10,9,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Careemnow,Restaurants,40-49,Male,Expat Asians,7,7,6,5,7,5,7,5,7,5,7,6,5,8,7
Western,Careemnow,Restaurants,30-39,Male,Nationals,9,10,9,9,9,8,9,9,9,9,9,9,9,9,9
Western,MRSOOL,Grocery,40-49,Female,Nationals,8,8,8,7,7,8,7,9,6,8,7,8,7,8,7
South,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Talabat,Electronics,40-49,Female,Expat Arabs,8,10,10,9,8,9,10,9,10,10,9,9,9,9,9
Western,Talabat,Restaurants,30-39,Female,Expat Asians,9,9,9,9,8,9,7,9,7,7,7,6,6,7,7
Western,MRSOOL,Restaurants,30-39,Female,Nationals,7,8,9,7,8,8,8,9,7,6,7,7,8,5,6
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,8,8,6,5,5,6,6,7,8,7,7,6,6,7,9
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,10,9,10,10,9,10,10,10,10,9,10,10,9
Western,HungerStation,Restaurants,50+,Male,Expat Arabs,8,10,10,10,10,10,,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Female,Expat Arabs,10,8,9,10,10,10,9,10,9,10,9,8,10,8,9
Central,HungerStation,Electronics,40-49,Female,Nationals,9,8,10,9,7,6,5,4,,10,9,8,10,,
Northern,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Electronics,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Nana,Restaurants,30-39,Male,Nationals,8,9,10,8,9,10,9,8,9,9,10,8,9,9,10
Central,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9
Eastern,HungerStation,ODS,30-39,Female,Expat Arabs,5,6,5,7,5,9,8,6,4,5,5,8,5,5,5
Central,MRSOOL,Restaurants,30-39,Male,Nationals,9,7,9,8,7,9,9,9,8,9,8,9,9,9,9
Northern,HungerStation,Pharmacies,40-49,Male,Expat Asians,5,7,6,6,7,9,5,4,5,8,3,2,1,4,
South,Careemnow,Electronics,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,40-49,Male,Nationals,8,10,9,8,9,8,8,8,8,8,8,8,8,8,8
Western,Jahez,Electronics,40-49,Male,Nationals,10,10,10,9,8,9,10,9,9,8,9,8,9,10,10
Western,HungerStation,Restaurants,40-49,Female,Nationals,7,8,5,7,4,8,7,7,8,9,9,8,7,7,8
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Eastern,MRSOOL,Restaurants,40-49,Male,Expat Arabs,9,7,7,9,9,9,9,9,9,9,9,9,9,9,9
Western,HungerStation,Personal_care,30-39,Female,Expat Arabs,5,6,7,6,6,6,6,6,6,6,6,6,6,6,8
Central,Talabat,Electronics,30-39,Female,Nationals,9,9,8,7,6,10,9,10,7,10,9,8,9,8,7
Northern,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,8,10,10,8,9,10,8,7,10,9,8,7
Northern,Nana,Grocery,30-39,Female,Nationals,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Pharmacies,30-39,Female,Nationals,8,9,9,9,8,8,8,8,8,8,7,8,8,8,8
South,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,8,10,8,10,,10,10,10,10,10,10,10,10
South,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,9,9,9,9,9,9,10,10,10,,9,8
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,8,9,9,7,5,10,5,9,7,10,9,9,10,9,9
Western,MRSOOL,Electronics,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,15-29,Female,Nationals,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,10,7,5,8,8,10,10,8,8,1,1,3
Northern,HungerStation,Restaurants,40-49,Male,Nationals,7,8,8,8,7,8,7,7,7,7,7,8,7,7,7
Northern,HungerStation,Restaurants,30-39,Female,Expat Arabs,8,9,9,8,8,10,9,9,9,9,9,9,10,8,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,10,10,10,10,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,9,8,9,10,10,10,9,10,10,9,8,10,9,9
South,Careemnow,Restaurants,30-39,Male,Nationals,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,40-49,Male,Nationals,6,8,8,6,7,7,7,7,7,6,6,7,7,7,7
Western,Careemnow,ODS,30-39,Male,Nationals,7,7,7,7,8,7,8,8,8,8,8,7,7,7,7
South,Careemnow,Restaurants,40-49,Male,Nationals,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Northern,HungerStation,Grocery,30-39,Female,Nationals,10,10,9,10,10,10,10,10,9,10,9,10,9,9,10
Western,HungerStation,Restaurants,30-39,Female,Expat Arabs,9,9,10,8,8,9,8,9,9,10,9,9,9,10,9
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,10,10,9,10,5,9,10,10,10,9,10,10,10
Northern,HungerStation,Restaurants,30-39,Female,Nationals,9,10,9,9,10,9,10,9,10,9,10,9,10,9,10
Eastern,MRSOOL,Grocery,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,7,9,8,4,8,6,6,7,9,7,7,4,4,6
Northern,MRSOOL,Electronics,40-49,Male,Expat Arabs,7,7,7,7,7,7,6,7,7,8,7,7,7,7,7
Western,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,40-49,Male,Nationals,10,10,9,9,9,10,9,10,9,9,9,10,10,9,9
Western,Talabat,Personal_care,30-39,Male,Expat Arabs,8,8,9,9,8,8,9,9,8,9,9,9,8,9,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,30-39,Male,Nationals,8,7,7,7,8,9,7,9,10,9,7,8,6,6,5
Eastern,Talabat,Personal_care,30-39,Male,Expat Arabs,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Northern,HungerStation,Restaurants,40-49,Male,Nationals,9,10,9,10,10,8,7,10,10,10,9,10,10,10,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,,9,7,6,5,4,3,2,1,4,5,7,5
Northern,HungerStation,Restaurants,30-39,Male,Nationals,9,10,9,10,10,9,10,10,10,8,8,9,8,9,9
Northern,HungerStation,Grocery,40-49,Male,Nationals,7,8,8,7,7,8,8,8,8,8,8,8,8,8,8
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,10,9,7,10,8,10,10,10,10,10,,,
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,5,8,8,7,8,7,8,8,7,7,7,9,9,8
Eastern,MRSOOL,Electronics,30-39,Male,Nationals,8,9,8,9,10,9,10,9,10,9,10,9,9,10,8
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,8,8,9,6,4,7,2,6,9,8,9,9,9,8,8
Central,HungerStation,Restaurants,40-49,Female,Nationals,10,9,7,9,8,8,9,8,9,,9,9,8,9,9
Eastern,Careemnow,Restaurants,30-39,Male,Nationals,8,9,8,9,8,8,8,9,9,9,9,9,9,9,9
Northern,HungerStation,Restaurants,30-39,Female,Nationals,6,6,6,6,10,5,10,6,6,6,6,6,6,6,6
Central,Nana,Restaurants,40-49,Male,Nationals,9,10,10,10,10,10,10,10,10,10,10,9,9,9,9
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,3,4,5,2,2,2,4,2,2,2,2,2,2,2,3
South,MRSOOL,Grocery,40-49,Female,Expat Arabs,9,9,10,10,9,9,9,10,10,10,10,9,9,9,9
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,6,7,6,5,5,5,6,6,5,6,5,6,5,5
Central,Nana,Grocery,30-39,Female,Nationals,10,10,9,10,8,10,10,9,10,9,10,10,9,10,10
Eastern,MRSOOL,Restaurants,30-39,Male,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Northern,HungerStation,Restaurants,30-39,Male,Nationals,9,8,9,9,6,8,8,7,9,10,8,8,9,9,10
South,MRSOOL,Restaurants,40-49,Male,Nationals,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,MRSOOL,Personal_care,30-39,Male,Expat Arabs,9,10,10,10,10,10,10,10,10,9,9,9,9,9,8
Western,HungerStation,Grocery,40-49,Female,Nationals,10,10,10,10,9,6,8,9,9,9,9,9,9,9,9
Northern,MRSOOL,Personal_care,40-49,Male,Nationals,6,8,6,3,4,5,6,7,7,9,9,8,8,8,9
Northern,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Talabat,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Personal_care,30-39,Male,Nationals,10,10,9,10,9,10,9,9,9,10,10,10,10,9,9
Western,HungerStation,Restaurants,40-49,Male,Nationals,9,10,10,9,9,10,10,9,10,9,9,10,10,10,9
Central,HungerStation,Grocery,30-39,Male,Nationals,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,9,10,9,9,10,10,10,10,9,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,7,9,9,9,9,8,8,9,8,9,8,9,8,9,8
